noise,mean_error,std_error
1e-06,11.387919889994105,4.817780154426601e-05
1e-05,11.387940024803486,0.0004904504619759498
0.0001,11.387380450872937,0.004486211221150408
0.001,11.390095086534576,0.04344842500711671
