case,model,alpha,pade,L_max,ells,ns,delta,y_abs_mean,y_abs_max,rank,sigma_max,sigma_min,cond
schwarzschild_via_hayward,hayward,0.0,0,6,"2,3,4,5","0,1,2",0.001,1.4401625899289863,3.6676156663929675,7,498.3589007454449,0.41523195798441137,1200.193990762518
schwarzschild_via_hayward,hayward,0.0,1,6,"2,3,4,5","0,1,2",0.001,0.8807027231440885,1.2264954204415013,7,6.330921494618484,0.030682747137492087,206.3348977928563
